0,1840774836,10
1,5663081006,100
2,1176022073,200
3,5663081006,100
4,1204123831,0
5,3398758160,20
6,9091559035,70
7,7478407628,60
8,5663081006,100
9,21144682502,220
10,6909961323,260
11,13131004838,110
12,18903345500,150
13,18903345500,150
14,12583436210,120
15,3398758160,20
16,1840774836,10
17,4018503301337,10200
18,57424475117,1100
19,12583436210,120
20,18903345500,150
21,9091559035,70
22,1106575308794,1280
23,6909961323,260
24,204010028309,2120
25,80686997444,1060
26,301420794871,850
27,5663081006,100
28,5663081006,100
29,1204123831,0
30,1204123831,0
31,1840774836,10
32,10584771235,250
33,1782167368255,6110
34,9091559035,70
35,1204123831,0
36,3398758160,20
37,395032549806,390
38,1204123831,0
39,41258852828,1010
40,204010028309,2120
41,4285509976,50
42,1840774836,10
43,3398758160,20
44,1204123831,0
45,301420794871,850
46,10584771235,250
47,1840774836,10
48,41258852828,1010
49,13211221793,30
50,5663081006,100
51,37946152784,560
52,18022148278,500
53,3398758160,20
54,201125571117,3000
55,154600188962,11000
56,1840774836,10
57,12583436210,120
58,5663081006,100
59,1204123831,0
60,37946152784,560
61,13131004838,110
62,1204123831,0
63,122074222634,1030
64,6909961323,260
65,21144682502,220
66,5590001512,600
67,5663081006,100
68,81681208883,2500
69,1204123831,0
70,4285509976,50
71,1840774836,10
72,210294045242,1500
73,18022148278,500
74,32975511405,510
75,18903345500,150
76,167735692455,650
77,7478407628,60
78,1204123831,0
79,19455911900,210
80,1840774836,10
81,22988380503,400
82,66445784728,310
83,1204123831,0
84,22988380503,400
85,1840774836,10
86,1204123831,0
87,54292578897,1020
88,481107037099,20000
89,1840774836,10
90,4285509976,50
91,7478407628,60
92,3398758160,20
93,1840774836,10
94,19455911900,210
95,4285509976,50
96,3398758160,20
97,385706966305,51000
98,3398758160,20
99,54292578897,1020
100,3398758160,20
101,5663081006,100
102,395158277338,1560
103,1204123831,0
104,4285509976,50
105,5663081006,100
106,5663081006,100
107,130903089565,520
108,1204123831,0
109,150263788945,2200
110,22988380503,400
111,37296524173,2020
112,1204123831,0
113,63530102840,2010
114,1840774836,10
115,80686997444,1060
116,13211221793,30
117,1204123831,0
118,1204123831,0
119,1204123831,0
120,1204123831,0
121,70653060688,350
122,7478407628,60
123,1204123831,0
124,5184518597,1000
125,1204123831,0
126,13131004838,110
127,24487745703,550
128,1204123831,0
129,5184518597,1000
130,9091559035,70
131,1204123831,0
132,219942793224,2370
133,1840774836,10
134,4285509976,50
135,1840774836,10
136,5663081006,100
137,4285509976,50
138,32598202663,1050
139,1204123831,0
140,5590001512,600
141,3785890714,170
142,27918818319,40
143,1795521535761,1330
144,67000849199,460
145,3398758160,20
146,7478407628,60
147,1840774836,10
148,19455911900,210
149,1840774836,10
150,1204123831,0
151,1840774836,10
152,1840774836,10
153,15875929312,140
154,18903345500,150
155,5663081006,100
156,214986921490,10010
157,5663081006,100
158,509382888496,1350
159,1204123831,0
160,13131004838,110
161,4285509976,50
162,3398758160,20
163,74387022757,5000
164,1204123831,0
165,7478407628,60
166,1840774836,10
167,12583436210,120
168,24487745703,550
169,4285509976,50
170,122074222634,1030
171,1840774836,10
172,1204123831,0
173,5590001512,600
174,4285509976,50
175,1204123831,0
176,58852451318,1120
177,4285509976,50
178,10584771235,250
179,91372069111,1110
180,1204123831,0
181,4285509976,50
182,4285509976,50
183,1204123831,0
184,5184518597,1000
185,345516142038,1410
186,199707995926,1510
187,28196517398,300
188,74387022757,5000
189,2747016833294,13090
190,1204123831,0
191,1204123831,0
192,4285509976,50
193,526627134335,640
194,18903345500,150
195,3398758160,20
196,5663081006,100
197,3398758160,20
198,1204123831,0
199,366659099798,2510
200,18022148278,500
201,32975511405,510
202,48459051921,2100
203,18903345500,150
204,1204123831,0
205,4285509976,50
206,7478407628,60
207,5353288124769,20020
208,24280007447,130
209,10584771235,250
210,3785890714,170
211,9091559035,70
212,15875929312,140
213,21144682502,220
214,91088474157,410
215,1204123831,0
216,1840774836,10
217,36218714572,1200
218,4285509976,50
219,8249924975,160
220,1176022073,200
221,77126814800,320
222,5663081006,100
223,10584771235,250
224,367127455112,1550
225,5663081006,100
226,1204123831,0
227,48570258309630,25110
228,380318642788,340
229,1204123831,0
230,19455911900,210
231,5663081006,100
232,22988380503,400
233,3398758160,20
234,1204123831,0
235,378326594844,5050
236,10584771235,250
237,115104961047,1040
238,1840774836,10
239,1204123831,0
240,1204123831,0
241,4285509976,50
242,91088474157,410
243,91088474157,410
244,37946152784,560
245,63530102840,2010
246,7478407628,60
247,10584771235,250
248,7478407628,60
249,36434891101,90
250,3398758160,20
251,4285509976,50
252,5663081006,100
253,1840774836,10
254,1204123831,0
255,9091559035,70
256,298892467141,5100
257,1204123831,0
258,7478407628,60
259,1840774836,10
260,1204123831,0
261,1840774836,10
262,13131004838,110
263,22988380503,400
264,18903345500,150
265,5663081006,100
266,1176022073,200
267,12583436210,120
268,1204123831,0
269,58852451318,1120
270,27918818319,40
271,1840774836,10
272,3398758160,20
273,10584771235,250
274,1840774836,10
275,10584771235,250
276,5184518597,1000
277,5663081006,100
278,18903345500,150
279,1374746642050,3250
280,4285509976,50
281,177558713771,180
282,12583436210,120
283,91372069111,1110
284,1176022073,200
285,19455911900,210
286,1840774836,10
287,13131004838,110
288,320549827661,710
289,3178008358249,15770
290,1176022073,200
291,4285509976,50
292,3398758160,20
293,1840774836,10
294,67000849199,460
295,41258852828,1010
296,1204123831,0
297,3398758160,20
298,3785890714,170
299,4285509976,50
300,13211221793,30
301,21144682502,220
302,1840774836,10
303,5184518597,1000
304,19455911900,210
305,125114528207,800
306,1840774836,10
307,18022148278,500
308,4285509976,50
309,1204819254043,10510
310,3398758160,20
311,1176022073,200
312,1204123831,0
313,21144682502,220
314,48497729103,270
315,3398758160,20
316,5184518597,1000
317,1204123831,0
318,12583436210,120
319,9091559035,70
320,21144682502,220
321,163769978009,6000
322,1204123831,0
323,1204123831,0
324,5663081006,100
325,202919613938,1300
326,39443706228,470
327,7478407628,60
328,130903089565,520
329,9091559035,70
330,130903089565,520
331,5663081006,100
332,1204123831,0
333,13131004838,110
334,1840774836,10
335,929912038954,3150
336,4285509976,50
337,10584771235,250
338,9091559035,70
339,10584771235,250
340,36218714572,1200
341,10584771235,250
342,32975511405,510
343,1176022073,200
344,5663081006,100
345,9091559035,70
346,18022148278,500
347,9091559035,70
348,320549827661,710
349,3985807771430,5500
350,5663081006,100
351,1204123831,0
352,570110033644,5060
353,3398758160,20
354,1204123831,0
355,12583436210,120
356,237921634928,2260
357,13131004838,110
358,3398758160,20
359,432755344481,1650
360,9091559035,70
361,13131004838,110
362,28196517398,300
363,57424475117,1100
364,1584114227720,6200
365,1204123831,0
366,54292578897,1020
367,28196517398,300
368,13211221793,30
369,86434995567,610
370,12583436210,120
371,21144682502,220
372,1204123831,0
373,4285509976,50
374,37946152784,560
375,67771208754,360
376,27918818319,40
377,18022148278,500
378,54120377539,80
379,1204123831,0
380,3205243288544,10080
381,54120377539,80
382,1176022073,200
383,3398758160,20
384,1204123831,0
385,5663081006,100
386,3398758160,20
387,1204123831,0
388,395158277338,1560
389,13131004838,110
390,50192008375,420
391,27918818319,40
392,3398758160,20
393,18022148278,500
394,66445784728,310
395,77829106347,230
396,3785890714,170
397,1176022073,200
398,1204123831,0
399,91372069111,1110
400,18022148278,500
401,214986921490,10010
402,54120377539,80
403,115104961047,1040
404,154600188962,11000
405,27918818319,40
406,1176022073,200
407,177558713771,180
408,19455911900,210
409,1176022073,200
410,19455911900,210
411,10584771235,250
412,7478407628,60
413,2463273428657,11550
414,1204123831,0
415,19455911900,210
416,22988380503,400
417,4285509976,50
418,5663081006,100
419,18903345500,150
420,12583436210,120
421,1176022073,200
422,54292578897,1020
423,1204123831,0
424,37296524173,2020
425,1840774836,10
426,13211221793,30
427,1204123831,0
428,1840774836,10
429,1204123831,0
430,4285509976,50
431,1204123831,0
432,1204123831,0
433,48459051921,2100
434,5663081006,100
435,4285509976,50
436,1840774836,10
437,1204123831,0
438,3398758160,20
439,86434995567,610
440,54120377539,80
441,5184518597,1000
442,4285509976,50
443,1785185362348,3060
444,1176022073,200
445,1204123831,0
446,12583436210,120
447,48459051921,2100
448,1204123831,0
449,3785890714,170
450,1204123831,0
451,36627226266,2000
452,22988380503,400
453,1204123831,0
454,1176022073,200
455,122074222634,1030
456,1176022073,200
457,1840774836,10
458,32598202663,1050
459,24487745703,550
460,12583436210,120
461,1840774836,10
462,3398758160,20
463,27918818319,40
464,111225507837,1250
465,7478407628,60
466,524645855830,2560
467,1204123831,0
468,1176022073,200
469,3785890714,170
470,3398758160,20
471,1455201317490,3070
472,48497729103,270
473,4285509976,50
474,1204123831,0
475,9091559035,70
476,1204123831,0
477,378326594844,5050
478,3398758160,20
479,122074222634,1030
480,13211221793,30
481,1204123831,0
482,1204123831,0
483,9091559035,70
484,28196517398,300
485,1204123831,0
486,1840774836,10
487,5590001512,600
488,1176022073,200
489,298990671343,1520
490,1204123831,0
491,3398758160,20
492,1204123831,0
493,24280007447,130
494,4285509976,50
495,80686997444,1060
496,13131004838,110
497,1204123831,0
498,4285509976,50
499,18022148278,500
500,1204123831,0
501,1840774836,10
502,1204123831,0
503,645846981803,810
504,1204123831,0
505,54292578897,1020
506,564340441997,720
507,32975511405,510
508,5663081006,100
509,9091559035,70
510,1176022073,200
511,1204123831,0
512,9091559035,70
513,524645855830,2560
514,13211221793,30
515,48497729103,270
516,1204123831,0
517,104589996783,2060
518,1204123831,0
519,36627226266,2000
520,1204123831,0
521,13131004838,110
522,5184518597,1000
523,1204123831,0
524,411851541019,3200
525,9091559035,70
526,3398758160,20
527,1204123831,0
528,41258852828,1010
529,1204123831,0
530,81763562890,2110
531,1176022073,200
532,1204123831,0
533,4285509976,50
534,564340441997,720
535,13131004838,110
536,500550641407,5010
537,9091559035,70
538,5663081006,100
539,1204123831,0
540,13131004838,110
541,5184518597,1000
542,28196517398,300
543,36627226266,2000
544,67000849199,460
545,18903345500,150
546,1204123831,0
547,13131004838,110
548,91372069111,1110
549,13211221793,30
550,3398758160,20
551,32975511405,510
552,4285509976,50
553,1840774836,10
554,1176022073,200
555,13131004838,110
556,1840774836,10
557,1204123831,0
558,70653060688,350
559,1840774836,10
560,3345735471595,10350
561,56762676135,1270
562,4285509976,50
563,1840774836,10
564,1840774836,10
565,4285509976,50
566,8249924975,160
567,24280007447,130
568,21144682502,220
569,177558713771,180
570,63530102840,2010
571,5184518597,1000
572,5663081006,100
573,6909961323,260
574,10584771235,250
575,19455911900,210
576,9091559035,70
577,8249924975,160
578,1204123831,0
579,3398758160,20
580,22988380503,400
581,18903345500,150
582,4285509976,50
583,1204123831,0
584,67000849199,460
585,1840774836,10
586,1204123831,0
587,1176022073,200
588,4285509976,50
589,154600188962,11000
590,12583436210,120
591,369989351671,101010
592,13131004838,110
593,3398758160,20
594,77126814800,320
595,1204123831,0
596,19455911900,210
597,1204123831,0
598,150263788945,2200
599,10584771235,250
600,3785890714,170
601,19455911900,210
602,1204123831,0
603,1840774836,10
604,7478407628,60
605,4285509976,50
606,7478407628,60
607,24280007447,130
608,57424475117,1100
609,10584771235,250
610,4285509976,50
611,506931990253,1450
612,1840774836,10
613,7478407628,60
614,9091559035,70
615,1176022073,200
616,1840774836,10
617,1840774836,10
618,18903345500,150
619,3398758160,20
620,86806068113,2050
621,4285509976,50
622,28196517398,300
623,18903345500,150
624,67771208754,360
625,10584771235,250
626,54292578897,1020
627,1840774836,10
628,5184518597,1000
629,1840774836,10
630,1840774836,10
631,77829106347,230
632,8249924975,160
633,9091559035,70
634,201125571117,3000
635,24280007447,130
636,18022148278,500
637,3025546757876,11210
638,10584771235,250
639,1204123831,0
640,1204123831,0
641,1204123831,0
642,18022148278,500
643,1840774836,10
644,12583436210,120
645,1063355506163,1800
646,1840774836,10
647,74387022757,5000
648,48497729103,270
649,1204123831,0
650,1204123831,0
651,150263788945,2200
652,1204123831,0
653,1204123831,0
654,70653060688,350
655,154846238066,620
656,36434891101,90
657,5663081006,100
658,814211411151,1610
659,27918818319,40
660,1204123831,0
661,5184518597,1000
662,1840774836,10
663,57424475117,1100
664,21144682502,220
665,1840774836,10
666,36218714572,1200
667,1204123831,0
668,4285509976,50
669,337950467187,570
670,1840774836,10
671,27918818319,40
672,9091559035,70
673,54292578897,1020
674,3398758160,20
675,54292578897,1020
676,1204123831,0
677,3398758160,20
678,32598202663,1050
679,154846238066,620
680,15875929312,140
681,18903345500,150
682,13131004838,110
683,4285509976,50
684,32818388178,240
685,22988380503,400
686,7478407628,60
687,66445784728,310
688,13211221793,30
689,27918818319,40
690,3398758160,20
691,12583436210,120
692,500550641407,5010
693,37946152784,560
694,66445784728,310
695,318518547075,580
696,1204123831,0
697,9091559035,70
698,6909961323,260
699,1204123831,0
700,4285509976,50
701,1204123831,0
702,150263788945,2200
703,1204123831,0
704,1204123831,0
705,18903345500,150
706,4285509976,50
707,1840774836,10
708,1840774836,10
709,7478407628,60
710,77829106347,230
711,18903345500,150
712,41258852828,1010
713,1204123831,0
714,1176022073,200
715,12583436210,120
716,36627226266,2000
717,19455911900,210
718,1840774836,10
719,5663081006,100
720,1204123831,0
721,9091559035,70
722,1204123831,0
723,1204123831,0
724,54292578897,1020
725,4285509976,50
726,1204123831,0
727,1840774836,10
728,1840774836,10
729,1204123831,0
730,1204123831,0
731,12583436210,120
732,9091559035,70
733,193489639522,1710
734,66445784728,310
735,13131004838,110
736,1840774836,10
737,24280007447,130
738,4285509976,50
739,18022148278,500
740,1204123831,0
741,1204123831,0
742,202919613938,1300
743,24487745703,550
744,1840774836,10
745,10584771235,250
746,13211221793,30
747,70653060688,350
748,5663081006,100
749,4285509976,50
750,7478407628,60
751,1204123831,0
